6898,95.1%
6912,95.2%
6995,95.3%
7029,95.4%
7033,95.5%
7037,95.6%
7070,95.7%
7107,95.8%
7140,95.9%
7194,96.0%
7202,96.1%
7334,96.2%
7346,96.3%
7350,96.4%
7362,96.5%
7363,96.6%
7374,96.7%
7384,96.8%
7406,96.9%
7410,97.1%
7436,97.2%
7437,97.3%
7529,97.4%
7594,97.5%
7650,97.6%
7660,97.7%
7751,97.9%
7788,98.0%
7798,98.1%
7838,98.2%
7840,98.1%
7865,98.2%
7918,98.3%
7952,98.4%
8034,98.5%
8060,98.6%
8061,98.7%
8136,98.6%
8149,98.7%
8232,98.8%
8368,98.9%
8477,99.0%
8487,98.9%
8572,99.0%
8736,99.1%
8851,99.2%
9162,99.4%
9522,99.5%
10181,99.6%
10242,99.7%
10800,99.8%
10940,99.7%
11018,99.8%
11584,99.9%
12144,100.0%
